,text,date,category,language,class
6710,"Hello, the moneyy i transferred didnt arrive Thanks",3-8-2022,transfer_not_received_by_recipient,en,transfer
6711,"Hi, My card hasn't came in the mail yet? Thanks",25-7-2022,card_arrival,en,card
6712,"Hello, Whyy are you charging me a transfer fee? kind Regards",13-3-2022,transfer_fee_charged,en,transfer
6713,"Hello, I see a direct debit charge that I did not approvee Thanks",8-4-2022,direct_debit_payment_not_recognised,en,others
6714,"Good morning, Am I limited on the amount of disposablee cards I can possess? kind Regards",21-1-2022,disposable_card_limits,en,card
6715,"good afternoon, I amm still waiting for my card. Best Regards",4-5-2022,card_arrival,en,card
6716,"hello, I was wondering if I could get a second card on this account? I would like my daughter to have one. thanks",3-12-2022,getting_spare_card,en,card
6717,"hi, I'm still waiting on my identity verificationn. Thanks",29-11-2022,unable_to_verify_identity,en,others
6718,"Good morning, In a recent withdrawal I received lesss cash than I expected to receive.  Did someone make an error with the exchange rate? Best Regards",24-4-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
6719,"good afternoon, My card was stolen Kind Regards",26-9-2022,lost_or_stolen_card,en,card
6720,"hello, The App shows a fraudulent payment made on my account. Best Regards",19-4-2022,card_payment_not_recognised,en,card
6721,"hi, If my card is about to expire how long would it take to receive a new one andd how much would that cost me? Best Regards",1-8-2022,card_about_to_expire,en,card
6722,"hi, Can I add a card back to thee app? best Regards",17-9-2022,card_linking,en,card
6723,"hi, Myy card no longer works. Best Regards",16-3-2022,card_not_working,en,card
6724,"Hi, How oftenn can I top up? Thanks",26-5-2022,top_up_limits,en,others
6725,"good morning, Why am I charged an extra fee on my cardd? Kind Regards",3-12-2022,card_payment_fee_charged,en,card
6726,"hi, Can I orderr another card? Thanks",9-7-2022,getting_spare_card,en,card
6727,"Good morning, Why do I see an extra €1 charge on my statement? kind Regards",22-6-2022,extra_charge_on_statement,en,others
6728,"Hi, I have been trying to exchange this for cryptoo but the app won't work could you please help me? Thanks",7-3-2022,beneficiary_not_allowed,en,others
6729,"Good evening, How do I track the card you sent to me? kind Regards",2-5-2022,card_arrival,en,card
6730,"Good evening, Are you going too charge me too toop up my card? best Regards",11-7-2022,top_up_by_card_charge,en,card
6731,"Good evening, What's the process for topping up my card? thanks",19-4-2022,topping_up_by_card,en,card
6732,"good afternoon, Money was transferred to me and I am unable to see it Thanks",1-11-2022,pending_transfer,en,transfer
6733,"good afternoon, How come my card payment has been declined? Best Regards",5-11-2022,declined_card_payment,en,card
6734,"good afternoon, Where is the cash deposit II made? Thanks",8-4-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
6735,"hi, I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system? kind Regards",9-10-2022,failed_transfer,en,transfer
6736,"good morning, I lost my card, what do I do now? Kind Regards",10-5-2022,lost_or_stolen_card,en,card
6737,"Good morning, I didn't make the direct debit payment on my account. thanks",27-6-2022,direct_debit_payment_not_recognised,en,others
6738,"good afternoon, How long will a transferr from China take? I need to transferr something from there. best Regards",27-12-2022,transfer_timing,en,transfer
6739,"Hi, I think I was charged by mistake on my debitt statement. Thanks",6-11-2022,direct_debit_payment_not_recognised,en,others
6740,"good morning, always exchangingg currencies, do you offer a discount? Best Regards",25-11-2022,exchange_charge,en,others
6741,"Good evening, Can I track the card that was just sentt to me? kind Regards",17-4-2022,card_arrival,en,card
6742,"hi, Cann I use my apple watch to top up? kind Regards",11-4-2022,apple_pay_or_google_pay,en,others
6743,"good afternoon, I need someone to find out where my money has gone to? It has disappearedd. I completed a top up earlier and seen it had went through. Since it has now disappearedd I need to know what's going on. Best Regards",4-8-2022,top_up_reverted,en,others
6744,"good evening, I need my card frozen cause it was used without my consent to take money out. It was in an odd place. Thanks",18-5-2022,cash_withdrawal_not_recognised,en,cash
6745,"Hello, What is the reason my cash withdrawal is still pendingg? best Regards",26-9-2022,pending_cash_withdrawal,en,cash
6746,"good afternoon, There is an urgent transfer I need to make from China.  How long will it take to get it processed? Kind Regards",1-8-2022,transfer_timing,en,transfer
6747,"Hello, Do I have a say when it's delivered? kind Regards",5-7-2022,card_delivery_estimate,en,card
6748,"Hello, I tried to top up with my card but it was declined. I was able to a couple days ago and it worked. Is something wrong? Can you check it forr me please? thanks",16-4-2022,top_up_failed,en,others
6749,"hello, Do you deliver the PINN separately? best Regards",30-3-2022,get_physical_card,en,card
6750,"Hello, How does a bank transfer for topping my account work? best Regards",3-5-2022,transfer_into_account,en,transfer
6751,"hi, I believe i was charged for making a withdrawal after i wentt grocery shopping. Are you guys charging for this now? kind Regards",19-9-2022,cash_withdrawal_charge,en,cash
6752,"good morning, What is this extra €1 fee about? kind Regards",26-5-2022,extra_charge_on_statement,en,others
6753,"Good morning, What currencies are accepted to add money? thanks",15-12-2022,supported_cards_and_currencies,en,card
6754,"Hello, Myy card payment was reverted, why? thanks",20-4-2022,reverted_card_payment?,en,card
6755,"good evening, Why has my deposit in the ATM not cleared yet? Kind Regards",30-1-2022,pending_cash_withdrawal,en,cash
6756,"Sometimes to heal, you must first hurt.",2-2-2022,account_support,en,
6757,"good morning, A withdrawal is showing that I don't recognize Thanks",13-11-2022,cash_withdrawal_not_recognised,en,cash
6758,"Good evening, Too many times I entered the incorrect PIN.  How can I get my account unblocked? thanks",23-1-2022,pin_blocked,en,security
6759,"good morning, I was charged an incorrect exchange rate for a withdrawal. Thanks",2-9-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
6760,"good afternoon, The app doesn't believe that I am myself Kind Regards",15-7-2022,unable_to_verify_identity,en,others
6761,"hi, I already made a transfer and want to cancel it, how do I do thatt? Best Regards",8-9-2022,cancel_transfer,en,transfer
6762,"good afternoon, I need my card activated. Best Regards",4-1-2022,activate_my_card,en,card
6763,"Good morning, Which foreign currencies do you accept for adding money? Best Regards",1-12-2022,supported_cards_and_currencies,en,card
6764,"good afternoon, My new card has arrived, what's the activation proceduree? thanks",21-11-2022,activate_my_card,en,card
6765,"good evening, I amm interested in cancelling a purchase kind Regards",16-7-2022,request_refund,en,others
6766,"Good evening, Why has transferring money resulted in a charge? kind Regards",25-4-2022,transfer_fee_charged,en,transfer
6767,"Good afternoon, how do I speedd up identity verification? best Regards",9-12-2022,why_verify_identity,en,others
6768,"good evening, Do you have an auto-top function and how do I use it if soo? best Regards",20-7-2022,automatic_top_up,en,others
6769,"Good morning, Am I supposed to verifyy my identity? Thanks",9-8-2022,why_verify_identity,en,others
6770,"Hi, Whatt countries have access to this service. Thanks",26-1-2022,country_support,en,others
6771,"Good morning, There was a charge applied when I used my cardd. thanks",2-7-2022,card_payment_fee_charged,en,card
6772,"hello, I need too reset my passcode, this one isn't working Thanks",23-12-2022,passcode_forgotten,en,security
6773,"Good morning, Can you tell me what I need to do for the identity check process? best Regards",11-4-2022,verify_my_identity,en,others
6774,"Hi, I tried to deposit a cheque into my account and it is nott letting me. Kind Regards",23-4-2022,top_up_by_cash_or_cheque,en,cash
6775,"Good evening, Will I be charged for exchanging foreign currencies? thanks",25-9-2022,exchange_charge,en,others
6776,"good afternoon, I'm trying to activate the auto-top up function. Where is it? Kind Regards",25-12-2022,automatic_top_up,en,others
6777,"Good evening, I usee this card all the time so why did it get declined at the store today? kind Regards",8-5-2022,declined_card_payment,en,card
6778,"Hello, I'm going too cancel a purchase. Kind Regards",8-8-2022,request_refund,en,others
6779,"good evening, Are theree any top-up limits? Thanks",26-4-2022,top_up_limits,en,others
6780,"Good afternoon, Whyy have my top ups been canceled? best Regards",13-6-2022,top_up_reverted,en,others
6781,"good evening, I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's wrong? kind Regards",21-8-2022,declined_transfer,en,transfer
6782,"hi, I bought something and want the money refunded can I get some help with that? Kind Regards",29-6-2022,request_refund,en,others
6783,"good afternoon, I need several disposable cards made per day. Kind Regards",24-7-2022,disposable_card_limits,en,card
6784,"Good morning, Is it possible for a friend to personally send mee a paymeent? best Regards",16-10-2022,receiving_money,en,others
6785,"good afternoon, Can I see where my money is being transferred from? Best Regards",26-9-2022,verify_source_of_funds,en,others
6786,"good evening, Seems like my transfer wass declined how come? thanks",21-11-2022,declined_transfer,en,transfer
6787,"Good morning, If I am not in the countryy and I need to change my PIN, how can this be done? Best Regards",19-7-2022,change_pin,en,security
6788,"Good evening, My card was supposed to arrive, butt hasn't? best Regards",22-3-2022,card_arrival,en,card
6789,"hello, How do I get this damn virtuall card to work? Thanks",22-11-2022,virtual_card_not_working,en,card
6790,"Good morning, Why can't II use this beneficiary? kind Regards",13-9-2022,beneficiary_not_allowed,en,others
6791,"Good evening, Can I change my PIN if I want to? Kind Regards",26-10-2022,change_pin,en,security
6792,"good morning, Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this. thanks",24-10-2022,pending_cash_withdrawal,en,cash
6793,"Good evening, I tried to make a top-up and it was canceled, why is that? Best Regards",6-1-2022,top_up_reverted,en,others
6794,"Good afternoon, I was charged twice, when I didn't purchase anything twice. thanks",30-6-2022,transaction_charged_twice,en,others
6795,"good evening, Do you have a list of the cards and currencies supported? kind Regards",3-3-2022,supported_cards_and_currencies,en,card
6796,"hi, I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately? best Regards",30-6-2022,cancel_transfer,en,transfer
6797,"good morning, My refund is still pending Thanks",13-10-2022,Refund_not_showing_up,en,others
6798,"Hi, I got a €1 extra fee in my statementt Best Regards",6-6-2022,extra_charge_on_statement,en,others
6799,"Good morning, Why do I have a charge for an ATM withdrawal? I thought these were free? Kind Regards",16-11-2022,cash_withdrawal_charge,en,cash
6800,"good evening, What about a auto top-up? thanks",7-12-2022,automatic_top_up,en,others
6801,"hello, my cash withdrawal has not come out of my account yet. best Regards",11-1-2022,pending_cash_withdrawal,en,cash
6802,"Good evening, Why is my withdrawal wrong? I took out $100 but only received $20. Best Regards",23-10-2022,wrong_amount_of_cash_received,en,cash
6803,"good morning, The ATM keeps decliningg my Transaction . I tried two different ATMs already can you please check if everything is okay with my account? Thanks",4-11-2022,declined_cash_withdrawal,en,cash
6804,"hi, II made a payment that is not yet complete. thanks",13-1-2022,pending_card_payment,en,card
6805,"Good morning, Where doo we mail the card? best Regards",11-8-2022,order_physical_card,en,card
6806,"Good evening, The wrong exchange rate was used when I purchased an item. Kind Regards",14-11-2022,card_payment_wrong_exchange_rate,en,card
6807,"Hello, I  see an extra 1£ charge on my app. Why did It charge me extra? kind Regards",15-8-2022,extra_charge_on_statement,en,others
6808,"Good evening, I have been doing some online shopping, but when checking out, it keeps getting declined. I tried a few times and it wouldn't work. What could be wrong? Best Regards",14-1-2022,declined_transfer,en,transfer
6809,"Hello, I do not recognise this card payment. Kind Regards",9-9-2022,card_payment_not_recognised,en,card
6810,"good afternoon, I deposited a cheque, but my account balance stayed the same. Thanks",1-7-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
6811,"hello, When will my deposit from this morning show up? kind Regards",2-1-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
6812,"Olá, Posso rastrear um cartão que já foi enviado? Cumprimentos",24-12-2022,card_arrival,pt,card
6813,"good afternoon, I have zero dollarss in my account. Can I submit additional funds via bank transfer? best Regards",3-1-2022,transfer_into_account,en,transfer
6814,"good afternoon, My salary is in GBP, is this something I need too configure? thanks",6-3-2022,receiving_money,en,others
6815,"good evening, I don't remember my password Best Regards",10-8-2022,passcode_forgotten,en,security
6816,"Hi, I'm happy with Mastercardd and want to stick with just that credit card. best Regards",10-1-2022,visa_or_mastercard,en,card
6817,"good evening, I can't make purchases with my virtual card. thanks",21-9-2022,virtual_card_not_working,en,card
6818,Reality doesn’t care if you believe it.,2-2-2022,account_support,en,
6819,"good evening, Why did using an ATM cause me to be charged an additional fee? Best Regards",17-6-2022,cash_withdrawal_charge,en,cash
6820,"Good afternoon, My card payment has had the status of pendingg forever. What is the issue? It should have gone through at some point. thanks",5-1-2022,pending_card_payment,en,card
6821,"hi, I want too activate my new card. Thanks",28-11-2022,activate_my_card,en,card
6822,"good morning, I exchange my currency quite a bit.  Do I get an exchange price break? best Regards",9-11-2022,exchange_charge,en,others
6823,"hello, How can I tell if someone else is using my card? best Regards",24-10-2022,compromised_card,en,card
6824,"good evening, How do I see what fees I am supposed to be charged on my account? I've notticed fees on some transactions, but nott on others. This is very confusing and I cannott find a pattern to what I am being charged? Best Regards",24-11-2022,card_payment_fee_charged,en,card
6825,"good afternoon, How can I make my card ready too use? kind Regards",14-9-2022,activate_my_card,en,card
6826,"good morning, Hi, I lost my phone yesterday, what cann I do to stop someone using my account on it? best Regards",10-1-2022,lost_or_stolen_phone,en,security
6827,"Hello, I did a transfer and was charged a fee that I shouldn't have been! Best Regards",7-10-2022,transfer_fee_charged,en,transfer
6828,"hi, Why couldn't I transfer funds to my beneficiary? Best Regards",23-3-2022,beneficiary_not_allowed,en,others
6829,"hello, My card payment didn't work Kind Regards",8-6-2022,declined_card_payment,en,card
6830,"Good morning, Was II charged more than II should of been for a currency exchange? thanks",3-6-2022,card_payment_wrong_exchange_rate,en,card
6831,"hi, What ATM locations are near me? Best Regards",30-11-2022,atm_support,en,others
6832,"Boa noite, O meu cartão foi encontrado. Há alguma maneira de eu voltar a pô-lo na aplicação? Obrigada",15-10-2022,transfer_into_account,pt,transfer
6833,"Good afternoon, What types of currencies do you accept? best Regards",27-12-2022,supported_cards_and_currencies,en,card
6834,"Hello, I have tried to submit a transfer a couple off times now, and for some reason, it continues to be unsuccessful. Do you know why this may be? Kind Regards",22-4-2022,beneficiary_not_allowed,en,others
6835,"good evening, what is the leadtime for a new card to show up in the mail? best Regards",21-4-2022,card_delivery_estimate,en,card
6836,"hi, There has been ann unusual withdrawal from my account, cann you help? Best Regards",26-7-2022,cash_withdrawal_not_recognised,en,cash
6837,"good evening, It didn't give me my cash kind Regards",11-11-2022,wrong_amount_of_cash_received,en,cash
6838,"Hello, I've used my accountt frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? Best Regards",3-1-2022,transfer_fee_charged,en,transfer
6839,"Bom dia, Há algum número para localizar que eu possa conseguir? Obrigada",21-12-2022,order_physical_card,pt,card
6840,"Hi, What are these disposable virtual cards all about? best Regards",13-7-2022,get_disposable_virtual_card,en,card
6841,"Good evening, I have a cash withdrawal that I don't recognize. thanks",20-11-2022,cash_withdrawal_not_recognised,en,cash
6842,"good evening, There has been a charge pending on my account statement that I can't figue out it's for a dollar. Best Regards",8-12-2022,extra_charge_on_statement,en,others
6843,"good morning, I noticed additional charges when transferring? kind Regards",12-11-2022,transfer_fee_charged,en,transfer
6844,"Hello, The ATM I used for foreign currency provided the wrong exchange rate. Best Regards",21-6-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
6845,"Good morning, I believe my card has been compromised because of a strange withdrawal thanks",19-9-2022,cash_withdrawal_not_recognised,en,cash
6846,"hi, to cash withdrawals charge me? Kind Regards",3-3-2022,cash_withdrawal_charge,en,cash
6847,"good morning, I got charged feess for withdrawing cash! thanks",8-8-2022,cash_withdrawal_charge,en,cash
6848,"good evening, What is the functionn of the disposable cards? Kind Regards",28-12-2022,get_disposable_virtual_card,en,card
6849,"Boa noite, Como posso adicionar um novo cartão? Obrigada",19-5-2022,compromised_card,pt,card
6850,"good morning, My cashh withdrawal was not entirely complete kind Regards",7-5-2022,wrong_amount_of_cash_received,en,cash
6851,"hi, Can I top off with a debit cardd? best Regards",16-7-2022,supported_cards_and_currencies,en,card
6852,"Hi, I want to endd my account Best Regards",22-9-2022,terminate_account,en,security
6853,"Good evening, Could you please explain why I received a message that my transfer is not possible? I've never hadd any problems making a transfer in the past. thanks",25-5-2022,beneficiary_not_allowed,en,others
6854,"Good morning, Whats types of currencyy can I exchange? Best Regards",14-3-2022,exchange_via_app,en,others
6855,"hello, Why did the ATMM eat my card? Thanks",23-7-2022,card_swallowed,en,card
6856,"Good evening, How long will my paymentt be pending? best Regards",22-8-2022,pending_card_payment,en,card
6857,"hi, I want my card I just received to show up in the app. How do I do thatt? Kind Regards",3-5-2022,card_linking,en,card
6858,"Good morning, How long does it take to activate myy card? Thanks",12-4-2022,activate_my_card,en,card
6859,"good morning, Yesterday my phone was stolen from me :( What do i need to do about it? kind Regards",3-4-2022,lost_or_stolen_phone,en,security
6860,"good morning, Can I use my card anywheree? best Regards",25-5-2022,card_acceptance,en,card
6861,"hello, Can I choose when my card is delivered? kind Regards",15-8-2022,card_delivery_estimate,en,card
6862,"Good evening, There iss a record of payment I never submitted on the app. Kind Regards",21-11-2022,card_payment_not_recognised,en,card
6863,"hello, My transfer stilll says pending Kind Regards",10-1-2022,pending_transfer,en,transfer
6864,"good evening, I used the wrong account. Best Regards",24-8-2022,cancel_transfer,en,transfer
6865,"hi, Can I get a neww card? kind Regards",23-11-2022,order_physical_card,en,card
6866,"Hello, Tell me how to setup a new PIN. Kind Regards",8-6-2022,change_pin,en,security
6867,"good morning, Where are cards available to order? Kind Regards",28-9-2022,order_physical_card,en,card
6868,"Hi, I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund. Thanks",2-1-2022,card_payment_wrong_exchange_rate,en,card
6869,"Good morning, What is the virtual card and how can i get one? kind Regards",13-4-2022,getting_virtual_card,en,card
6870,"Hello, How can I hold and exchange fiat currencies? Thanks",1-5-2022,fiat_currency_support,en,others
6871,"Good afternoon, How do I edit my personal details? Best Regards",14-8-2022,edit_personal_details,en,security
6872,"Good morning, How do I tell if my top up was reverted? Best Regards",19-11-2022,top_up_reverted,en,others
6873,"Good evening, How do II know when my card will expire? thanks",29-5-2022,card_about_to_expire,en,card
6874,"hello, Willl I be sent a new card before mine expires? Thanks",13-6-2022,card_about_to_expire,en,card
6875,"good evening, What types of top-up methods do you acceptt? thanks",27-11-2022,top_up_by_cash_or_cheque,en,cash
6876,"Good evening, What is the most efficient way to activate my new cardd? best Regards",1-3-2022,activate_my_card,en,card
6877,"Good morning, Do I have a card PIN? Kind Regards",25-10-2022,get_physical_card,en,card
6878,"good afternoon, Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. best Regards",18-7-2022,transfer_not_received_by_recipient,en,transfer
6879,"Good afternoon, Do you know the process how to activate my card? Best Regards",19-9-2022,activate_my_card,en,card
6880,"good afternoon, Can you tell me when the transfer will be completed? Thanks",5-12-2022,pending_transfer,en,transfer
6881,"Good evening, Can I choose the day it's delivered? Best Regards",9-7-2022,card_delivery_estimate,en,card
6882,"Hello, What's a verification code? Kind Regards",25-8-2022,verify_top_up,en,others
6883,"good evening, I'd like to provide my daughter with a card - could I get an additional card from my account to give her? kind Regards",24-10-2022,getting_spare_card,en,card
6884,"Good morning, Please assist me with activation. best Regards",2-12-2022,activate_my_card,en,card
6885,"good morning, Hi, I draw out some moneyy from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw. thanks",2-12-2022,wrong_amount_of_cash_received,en,cash
6886,"hello, Am I chaarged if I maake aa top-up? best Regards",2-7-2022,top_up_by_bank_transfer_charge,en,transfer
6887,"Good evening, Why did the funds nott transfer to anotther recipient? best Regards",6-8-2022,transfer_not_received_by_recipient,en,transfer
6888,"Good morning, There are a couple payments with my cardd shown in the app that i really make myself. What's going on with this, maybe someone has access to my cardd?! kind Regards",5-4-2022,card_payment_not_recognised,en,card
6889,"good morning, How do I activate my card, so thatt I can start using it? thanks",2-4-2022,activate_my_card,en,card
6890,"Good evening, I attemptedd to get money in cash but it was refused! thanks",9-6-2022,declined_cash_withdrawal,en,cash
6891,"Hi, How are the exchange rates determined? Kind Regards",27-5-2022,exchange_rate,en,others
6892,"Hello, The card II thought was lost was just in my jacket, so can II reactivate it since II found it this morning? best Regards",26-7-2022,card_linking,en,card
6893,"Hi, Can my PIN bee changed in any cash machine? Thanks",17-10-2022,change_pin,en,security
6894,"Good afternoon, There is a card payment I'm not familiar with. Kind Regards",7-10-2022,card_payment_not_recognised,en,card
6895,"Hi, Why hasn't payment gone through yet? best Regards",26-3-2022,pending_card_payment,en,card
6896,"Hi, When can I expect my refund? thanks",11-5-2022,Refund_not_showing_up,en,others
6897,"hi, How do i set up my credit card to send transfers? thanks",13-10-2022,topping_up_by_card,en,card
6898,"Good afternoon, Can you help me transfer funds from another bank account to this account? Thanks",11-5-2022,transfer_into_account,en,transfer
6899,"good evening, I have not received my pin yet Kind Regards",3-1-2022,get_physical_card,en,card
6900,"good morning, How can I get a virtual card for a one-time transaction? Best Regards",23-1-2022,get_disposable_virtual_card,en,card
6901,"hi, My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined? thanks",26-10-2022,card_not_working,en,card
6902,"Good afternoon, I just checked my account on the App and there is a payment on there that I did nott make. Thanks",17-3-2022,card_payment_not_recognised,en,card
6903,"Hello, I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back? kind Regards",6-5-2022,card_payment_not_recognised,en,card
6904,"hello, Why is there a fee for getting cash? Kind Regards",6-11-2022,cash_withdrawal_charge,en,cash
6905,"good evening, Can youu let me know why my cash withdrawal is still pending? Best Regards",14-10-2022,pending_cash_withdrawal,en,cash
6906,"hi, What card or currency can I use to pay? Kind Regards",2-1-2022,supported_cards_and_currencies,en,card
6907,"Bom dia, Qual é o estado da entrega do meu cartão? Obrigada",17-3-2022,declined_cash_withdrawal,pt,cash
6908,"hello, I bought something and now I want a refund. kind Regards",30-7-2022,request_refund,en,others
6909,"Good morning, I was doing a transfer and received a ""decline"" message. kind Regards",30-3-2022,declined_transfer,en,transfer
6910,"Good afternoon, I did a transfer earlier but see that it failed to go through. kind Regards",27-1-2022,failed_transfer,en,transfer
6911,"good evening, My card is not working. Kind Regards",5-4-2022,card_not_working,en,card
6912,"good morning, If I top up by transfer, am I going to be charged? Kind Regards",22-7-2022,top_up_by_bank_transfer_charge,en,transfer
6913,"Good evening, Iss there a way I can get my card expedited? Best Regards",22-6-2022,card_arrival,en,card
6914,"good morning, If there isn't a lot of money left, will it automatically top-up money? thanks",29-9-2022,automatic_top_up,en,others
6915,"Good afternoon, My transfer is stilll pending Kind Regards",14-7-2022,pending_transfer,en,transfer
6916,"Good morning, How long will the transfer take? Kind Regards",15-10-2022,pending_transfer,en,transfer
6917,"good afternoon, I entered my pin wrong  too many times. Kind Regards",1-6-2022,pin_blocked,en,security
6918,"good evening, hello I have lost my phone and I'm worried someeone's going to steal money from mee Thanks",6-10-2022,lost_or_stolen_phone,en,security
6919,"Good afternoon, I want to gett a refund. Thanks",1-10-2022,request_refund,en,others
6920,"Hello, I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until thiss point. What is going on? I've tried a handful of times with the same, unfortunate, result! Thanks",13-9-2022,declined_transfer,en,transfer
6921,"hello, why would a merchant refuse a payment kind Regards",14-4-2022,reverted_card_payment?,en,card
6922,"Hello, I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it. thanks",8-4-2022,declined_cash_withdrawal,en,cash
6923,"good morning, I have been charged twice for thee same thing! Kind Regards",30-3-2022,transaction_charged_twice,en,others
6924,"good morning, If I aam in Chinaa, caan I still order aa new caard aand if so, how? best Regards",30-5-2022,card_about_to_expire,en,card
6925,"Good afternoon, Problem verifying my account thanks",19-1-2022,unable_to_verify_identity,en,others
6926,"hello, Does my top up and apple pay workk together? thanks",11-10-2022,apple_pay_or_google_pay,en,others
6927,"Olá, Encontrei o cartão que pensei ter perdido esta manhã. Posso reativar este cartão? Obrigada",2-9-2022,supported_cards_and_currencies,pt,card
6928,"Hello, Why  am I being told this  transfer will not  go thru Best Regards",15-5-2022,beneficiary_not_allowed,en,others
6929,"good morning, There is a 1£ charge that appears as pending on my statement. What is that? I haven't purchased anything for a pound there. Best Regards",27-4-2022,extra_charge_on_statement,en,others
6930,"hello, What happens whenn my card expires? Best Regards",15-3-2022,card_about_to_expire,en,card
6931,"hi, I was under the impression ATM cash withdrawals were free. Why was I suddenlyy charged for my most recent ATM transaction? Kind Regards",15-6-2022,cash_withdrawal_charge,en,cash
6932,"Bom dia, Qual é a data prevista de entrega do meu cartão? Cumprimentos",26-12-2022,cash_withdrawal_not_recognised,pt,cash
6933,"good morning, I bought something online and it says there was a fee to transfer money. Isn't that free? Best Regards",5-5-2022,transfer_fee_charged,en,transfer
6934,"good evening, What are the auto-top up policies? Kind Regards",20-4-2022,automatic_top_up,en,others
6935,"Boas, Não tenho o meu cartão depois de uma semana. Quais são os meus próximos passos? Obrigada",4-10-2022,card_swallowed,pt,card
6936,"good afternoon, is there aa chaarge on withdraawaals? Best Regards",22-5-2022,cash_withdrawal_charge,en,cash
6937,"hello, Do I get to have one of those virtual cards I've heard about? Best Regards",18-8-2022,getting_virtual_card,en,card
6938,"Boa tarde, O que posso fazer se o meu cartão ainda não tiver chegado após 2 semanas? Melhores cumprimentos",8-3-2022,cancel_transfer,pt,transfer
6939,"Good evening, I need to deposit money to my account best Regards",13-10-2022,transfer_into_account,en,transfer
6940,"Good morning, Cann I get a physical card for free, or is there a charge? thanks",7-1-2022,order_physical_card,en,card
6941,"Hello, How long does a transfer from the US take? thanks",29-11-2022,transfer_timing,en,transfer
6942,"Good morning, Did you lose my money? I had added funds through top-up not long ago and I know they were in my account, but they seem to have disappeared. What happened? kind Regards",27-11-2022,top_up_reverted,en,others
6943,"Hi, why did my payment revertt Thanks",9-6-2022,reverted_card_payment?,en,card
6944,"Hi, Where can I modify my detailss? Thanks",5-7-2022,edit_personal_details,en,security
6945,"Good evening, What formm of identification is accepted? kind Regards",6-1-2022,verify_my_identity,en,others
6946,"Hi, How do I depositt cash? Kind Regards",30-9-2022,top_up_by_cash_or_cheque,en,cash
6947,"Good evening, Can you tell me howw to locate my PIN? thanks",14-5-2022,get_physical_card,en,card
6948,"Good morning, I don't know what my passcode is, cann you help? thanks",21-12-2022,passcode_forgotten,en,security
6949,"Hi, I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update? best Regards",10-4-2022,Refund_not_showing_up,en,others
6950,"hello, I've been charged an extra £1 and I don't knoww why Kind Regards",14-11-2022,extra_charge_on_statement,en,others
6951,"Good morning, I need assistance withh understanding which fiat currencies that you support. best Regards",20-5-2022,fiat_currency_support,en,others
6952,"Hello, I made a deposit in the ATM and it has not cleared thanks",18-9-2022,pending_cash_withdrawal,en,cash
6953,"Good morning, I wantt to top up by card Kind Regards",30-8-2022,topping_up_by_card,en,card
6954,"Good afternoon, What is the process when my card is due to expire? thanks",23-6-2022,card_about_to_expire,en,card
6955,"hello, what are the exchange rates for foreign currency ATMs Kind Regards",30-7-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
6956,"Good morning, Do youu have to be 18 to make an account? Kind Regards",24-12-2022,age_limit,en,others
6957,"Hi, Whaat is the maaximum number of traansaactions I caan do with aa disposaable caard? kind Regards",22-4-2022,disposable_card_limits,en,card
6958,"Good afternoon, What are the exchange rates you assign? Kind Regards",27-12-2022,exchange_rate,en,others
6959,"Good evening, Transaction refund missing from my statement. Best Regards",28-8-2022,Refund_not_showing_up,en,others
6960,"Hello, why is top upp pending thanks",26-10-2022,pending_top_up,en,others
6961,"good evening, Why is it saying I have a pending payment? kind Regards",19-1-2022,pending_card_payment,en,card
6962,"hi, I'm interested in learning more about disposable virtual cards. Best Regards",24-5-2022,get_disposable_virtual_card,en,card
6963,"good evening, I really need some help to understand why my transfer keeps failingg. I'm trying to send money to a friend. Please help. best Regards",1-7-2022,failed_transfer,en,transfer
